id,name,protein,carb,vegetable,sauce,calories,protein_g,carbs_g,fat_g,prep_time_min,difficulty,instructions
209,tofu_potatoes_meal_extra_209,tofu,potatoes,carrots,tomato sauce,860,24,88,21,25,hard,1. Prepare the tofu by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the tofu until done. 5. Add the carrots and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the potatoes and serve.
210,pork_pasta_meal_extra_210,pork,pasta,carrots,tomato sauce,458,26,78,32,42,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the pork until done. 5. Add the carrots and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the pasta and serve.
211,lentils_potatoes_meal_extra_211,lentils,potatoes,peppers,soy sauce,641,20,55,11,19,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the lentils until done. 5. Add the peppers and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the potatoes and serve.
212,salmon_quinoa_meal_extra_212,salmon,quinoa,broccoli,teriyaki,638,55,70,24,52,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the salmon until done. 5. Add the broccoli and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the quinoa and serve.
213,lentils_quinoa_meal_extra_213,lentils,quinoa,spinach,tomato sauce,784,51,41,11,51,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the lentils until done. 5. Add the spinach and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
214,lentils_pasta_meal_extra_214,lentils,pasta,spinach,pesto,740,26,61,10,22,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the lentils until done. 5. Add the spinach and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the pasta and serve.
215,chicken_noodles_meal_extra_215,chicken,noodles,broccoli,pesto,507,20,60,24,53,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the chicken until done. 5. Add the broccoli and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the noodles and serve.
216,lentils_pasta_meal_extra_216,lentils,pasta,green beans,teriyaki,440,27,42,25,26,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the lentils until done. 5. Add the green beans and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the pasta and serve.
217,turkey_quinoa_meal_extra_217,turkey,quinoa,green beans,tomato sauce,782,53,48,11,10,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the turkey until done. 5. Add the green beans and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
218,tofu_quinoa_meal_extra_218,tofu,quinoa,spinach,pesto,607,20,85,35,49,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the tofu until done. 5. Add the spinach and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the quinoa and serve.
219,salmon_quinoa_meal_extra_219,salmon,quinoa,peppers,garlic sauce,847,30,60,16,33,medium,1. Prepare the salmon by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the salmon until done. 5. Add the peppers and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the quinoa and serve.
220,tofu_noodles_meal_extra_220,tofu,noodles,spinach,tomato sauce,724,39,50,10,29,easy,1. Prepare the tofu by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the tofu until done. 5. Add the spinach and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the noodles and serve.
221,salmon_quinoa_meal_extra_221,salmon,quinoa,peppers,pesto,771,28,75,29,32,medium,1. Prepare the salmon by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the salmon until done. 5. Add the peppers and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the quinoa and serve.
222,salmon_rice_meal_extra_222,salmon,rice,zucchini,cream sauce,524,32,69,16,31,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the salmon until done. 5. Add the zucchini and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the rice and serve.
223,pork_potatoes_meal_extra_223,pork,potatoes,broccoli,garlic sauce,519,30,79,29,15,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the pork until done. 5. Add the broccoli and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the potatoes and serve.
224,pork_rice_meal_extra_224,pork,rice,peppers,cream sauce,537,53,76,32,43,hard,1. Prepare the pork by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the pork until done. 5. Add the peppers and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the rice and serve.
225,pork_potatoes_meal_extra_225,pork,potatoes,spinach,tomato sauce,693,58,69,35,19,hard,1. Prepare the pork by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the pork until done. 5. Add the spinach and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the potatoes and serve.
226,turkey_pasta_meal_extra_226,turkey,pasta,green beans,teriyaki,649,25,92,26,45,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the turkey until done. 5. Add the green beans and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the pasta and serve.
227,shrimp_pasta_meal_extra_227,shrimp,pasta,broccoli,cream sauce,804,51,79,20,45,easy,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the shrimp until done. 5. Add the broccoli and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the pasta and serve.
228,salmon_quinoa_meal_extra_228,salmon,quinoa,carrots,soy sauce,651,35,53,12,40,medium,1. Prepare the salmon by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the salmon until done. 5. Add the carrots and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the quinoa and serve.
229,turkey_quinoa_meal_extra_229,turkey,quinoa,carrots,tomato sauce,526,40,100,10,53,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the turkey until done. 5. Add the carrots and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
230,pork_potatoes_meal_extra_230,pork,potatoes,zucchini,garlic sauce,725,49,41,34,26,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the pork until done. 5. Add the zucchini and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the potatoes and serve.
231,beef_quinoa_meal_extra_231,beef,quinoa,zucchini,soy sauce,835,56,58,14,60,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the beef until done. 5. Add the zucchini and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the quinoa and serve.
232,pork_noodles_meal_extra_232,pork,noodles,carrots,soy sauce,734,56,88,34,26,easy,1. Prepare the pork by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the pork until done. 5. Add the carrots and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
233,beef_noodles_meal_extra_233,beef,noodles,zucchini,tomato sauce,462,47,78,11,52,hard,1. Prepare the beef by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the beef until done. 5. Add the zucchini and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the noodles and serve.
234,lentils_quinoa_meal_extra_234,lentils,quinoa,green beans,soy sauce,741,58,49,29,26,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the lentils until done. 5. Add the green beans and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the quinoa and serve.
235,shrimp_noodles_meal_extra_235,shrimp,noodles,broccoli,garlic sauce,765,57,78,18,29,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the shrimp until done. 5. Add the broccoli and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the noodles and serve.
236,chicken_potatoes_meal_extra_236,chicken,potatoes,carrots,garlic sauce,517,48,44,18,36,easy,1. Prepare the chicken by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the chicken until done. 5. Add the carrots and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the potatoes and serve.
237,beef_pasta_meal_extra_237,beef,pasta,peppers,cream sauce,568,27,51,14,59,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the beef until done. 5. Add the peppers and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the pasta and serve.
238,tofu_rice_meal_extra_238,tofu,rice,carrots,teriyaki,466,23,93,33,24,easy,1. Prepare the tofu by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the tofu until done. 5. Add the carrots and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the rice and serve.
239,lentils_potatoes_meal_extra_239,lentils,potatoes,spinach,teriyaki,732,50,82,27,33,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the lentils until done. 5. Add the spinach and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the potatoes and serve.
240,lentils_quinoa_meal_extra_240,lentils,quinoa,peppers,cream sauce,622,43,49,20,18,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the lentils until done. 5. Add the peppers and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the quinoa and serve.
241,lentils_pasta_meal_extra_241,lentils,pasta,green beans,soy sauce,683,56,74,15,54,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the lentils until done. 5. Add the green beans and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the pasta and serve.
242,lentils_noodles_meal_extra_242,lentils,noodles,peppers,teriyaki,542,33,57,22,31,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the lentils until done. 5. Add the peppers and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the noodles and serve.
243,beef_potatoes_meal_extra_243,beef,potatoes,zucchini,tomato sauce,811,39,65,27,48,hard,1. Prepare the beef by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the beef until done. 5. Add the zucchini and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the potatoes and serve.
244,tofu_potatoes_meal_extra_244,tofu,potatoes,peppers,pesto,735,35,92,33,16,easy,1. Prepare the tofu by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the tofu until done. 5. Add the peppers and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
245,tofu_quinoa_meal_extra_245,tofu,quinoa,green beans,tomato sauce,612,47,85,28,49,easy,1. Prepare the tofu by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the tofu until done. 5. Add the green beans and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
